problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
1024,Video Stitching,Medium,52.7,https://leetcode.com/problems/video-stitching/,Coverage expansion,Video Stitching,Convert clips to intervals; repeatedly choose interval starting before current coverage with farthest end.,coverage frontier; farthest extension; sorted intervals,stays-ahead,pure greedy,Coverage / interval,Very High,Same skeleton as minimum taps.,manual-high
1029,Two City Scheduling,Medium,68.5,https://leetcode.com/problems/two-city-scheduling/,Delta sorting,Two City Scheduling,"Start all in one city, switch by largest savings / sort by cost delta.",delta sorting; choose k by opportunity cost,exchange argument,pure greedy,Delta sorting,Very High,"Sort by a-b, not by absolute costs.",manual-high
1053,Previous Permutation With One Swap,Medium,49.2,https://leetcode.com/problems/previous-permutation-with-one-swap/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
1054,Distant Barcodes,Medium,48.9,https://leetcode.com/problems/distant-barcodes/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
1055,Shortest Way to Form String,Medium,61.6,https://leetcode.com/problems/shortest-way-to-form-string/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
1058,Minimize Rounding Error to Meet Target,Medium,45.9,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
1081,Smallest Subsequence of Distinct Characters,Medium,63.4,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/,Lexicographic monotonic stack,Smallest subsequence of distinct characters,Same skeleton as remove duplicate letters.,monotonic stack; remaining count; used set,exchange / feasibility preservation,greedy + monotonic stack,Lexicographic deletion,Very High,Same as 316 with different title.,manual-high
1090,Largest Values From Labels,Medium,64.3,https://leetcode.com/problems/largest-values-from-labels/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
1130,Minimum Cost Tree From Leaf Values,Medium,67.9,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
1144,Decrease Elements To Make Array Zigzag,Medium,49.1,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
1147,Longest Chunked Palindrome Decomposition,Hard,58.9,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/,Palindrome construction / counting,"Use counts, center choice, or two-pointer repair",Use frequency parity or symmetric two-pointer operations to maximize/minimize palindrome construction.,frequency counts; parity invariant; pair from extremes; center choice,parity invariant / exchange,counting greedy or two-pointer greedy / DP-boundary,Palindrome,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
1167,Minimum Cost to Connect Sticks,Medium,71.9,https://leetcode.com/problems/minimum-cost-to-connect-sticks/,Huffman merge greedy,Minimum Cost to Connect Sticks,Repeatedly merge two smallest sticks.,min-heap; merge two smallest,exchange / Huffman optimality,greedy + heap,Huffman / merge cost,High,Merging large sticks early multiplies cost.,manual-high
1183,Maximum Number of Ones,Hard,70.6,https://leetcode.com/problems/maximum-number-of-ones/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
1196,How Many Apples Can You Put into the Basket,Easy,67.1,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
1199,Minimum Time to Build Blocks,Hard,46.6,https://leetcode.com/problems/minimum-time-to-build-blocks/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,High,Review exact statement; this row is inferred from title.,heuristic
1217,Minimum Cost to Move Chips to The Same Position,Easy,72.9,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
1221,Split a String in Balanced Strings,Easy,87.4,https://leetcode.com/problems/split-a-string-in-balanced-strings/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Low,Review exact statement; this row is inferred from title.,heuristic
1247,Minimum Swaps to Make Strings Equal,Medium,65.3,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
1253,Reconstruct a 2-Row Binary Matrix,Medium,48.9,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,Medium,Review exact statement; this row is inferred from title.,heuristic
1262,Greatest Sum Divisible by Three,Medium,57.0,https://leetcode.com/problems/greatest-sum-divisible-by-three/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid / DP-boundary,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
1282,Group the People Given the Group Size They Belong To,Medium,87.5,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
